Begrotingsjaar,Valuta,eenheid,Uitgaven (U) Verplichtingen (V) Ontvangsten (O),Begrotingsstaat,Onderdeel,Omschrijving,ontwerpbegroting,vastgestelde begroting,1ste suppletoire begroting,2de suppletoire begroting,Realisatie,Url
2015,Euro,x1000,V,J: Deltafonds,3,Beheer: Onderhoud en vervanging,183181,,,,,
2015,Euro,x1000,V,J: Deltafonds,4,Experimenteren cf. art.111 Deltawet,0,,,,,
2015,Euro,x1000,V,J: Deltafonds,5,Netwerkgebonden kosten en overige uitgaven,241385,,,,,
2015,Euro,x1000,V,J: Deltafonds,6,Bijdrage ten laste van begroting Hoofdstuk XII,0,,,,,
2015,Euro,x1000,V,J: Deltafonds,7,Investeren in Waterkwaliteit,42630,,,,,
2015,Euro,x1000,V,J: Deltafonds,-,TOTAAL,1501651,,,,,
2015,Euro,miljoen,V,Rijk,-,TOTAAL,208065:8,,,,,
2015,Euro,miljoen,V,Rijk,A,Infrastructuurfonds,5206:3,,,,,
2015,Euro,miljoen,V,Rijk,B,Gemeentefonds,27272:7,,,,,
2015,Euro,miljoen,V,Rijk,C,Provinciefonds,952:2,,,,,
2015,Euro,miljoen,V,Rijk,F,Diergezondheidsfonds,21:9,,,,,
2015,Euro,miljoen,V,Rijk,H,BES-fonds,31:9,,,,,
2015,Euro,miljoen,V,Rijk,I,De Koning,40:1,,,,,
2015,Euro,miljoen,V,Rijk,IIA,Staten-Generaal,136:9,,,,,
2015,Euro,miljoen,V,Rijk,IIB,Overige Hoge Colleges van Staat en Kabinetten,113:8,,,,,
2015,Euro,miljoen,V,Rijk,III,Algemene Zaken,62:8,,,,,
2015,Euro,miljoen,V,Rijk,IV,Koninkrijksrelaties,89:8,,,,,
2015,Euro,miljoen,V,Rijk,IXA,Nationale Schuld (Transactiebasis),54832:6,,,,,
2015,Euro,miljoen,V,Rijk,IXB,Financien,17357:6,,,,,
2015,Euro,miljoen,V,Rijk,J,Deltafonds,1501:7,,,,,
2015,Euro,miljoen,V,Rijk,V,Buitenlandse Zaken,9041:2,,,,,
2015,Euro,miljoen,V,Rijk,VI,Veiligheid en Justitie,11421:9,,,,,
2015,Euro,miljoen,V,Rijk,VII,Binnenlandse Zaken en Koninkrijksrelaties,633:2,,,,,
2015,Euro,miljoen,V,Rijk,VIII,Onderwijs: Cultuur en Wetenschap,0,,,,,
2015,Euro,miljoen,V,Rijk,X,Defensie,641,,,,,
2015,Euro,miljoen,V,Rijk,XII,Infrastructuur en Milieu,9194:5,,,,,
2015,Euro,miljoen,V,Rijk,XIII,Economische Zaken,8659:7,,,,,
2015,Euro,miljoen,V,Rijk,XV,Sociale Zaken en Werkgelegenheid,32349:7,,,,,
2015,Euro,miljoen,V,Rijk,XVI,Volksgezondheid: Welzijn en Sport,14461:8,,,,,
2015,Euro,miljoen,V,Rijk,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,2743:1,,,,,
2015,Euro,miljoen,V,Rijk,XVIII,Wonen & Rijksdienst,3792:6,,,,,
2015,Euro,x1000,V,V: Buitenlandse Zaken,41,Internationale rechtsorde en eerbiediging mensenrechten,95101,,,,,
2015,Euro,x1000,V,V: Buitenlandse Zaken,42,Veiligheid en stabiliteit,232482,,,,,
2015,Euro,x1000,V,V: Buitenlandse Zaken,43,Europese Samenwerking,7962322,,,,,
2015,Euro,x1000,V,V: Buitenlandse Zaken,44,Consulaire belangenbehartiging,50981,,,,,
2015,Euro,x1000,V,V: Buitenlandse Zaken,46,Nominaal en onvoorzien,25018,,,,,
2015,Euro,x1000,V,V: Buitenlandse Zaken,47,Apparaat,675284,,,,,
2015,Euro,x1000,V,V: Buitenlandse Zaken,-,TOTAAL,9041188,,,,,
2015,Euro,x1000,V,VI: Veiligheid en Justitie,31,Nationale Politie,5132936,,,,,
2015,Euro,x1000,V,VI: Veiligheid en Justitie,32,Rechtspleging en rechtsbijstand,1439713,,,,,
2015,Euro,x1000,V,VI: Veiligheid en Justitie,33,Veiligheid en criminaliteitsbestrijding,662722,,,,,
2015,Euro,x1000,V,VI: Veiligheid en Justitie,34,Sanctietoepassing,2416080,,,,,
2015,Euro,x1000,V,VI: Veiligheid en Justitie,35,Jeugd,372566,,,,,
2015,Euro,x1000,V,VI: Veiligheid en Justitie,36,Contraterrorisme en Nationaal Veiligheidsbeleid,248052,,,,,
2015,Euro,x1000,V,VI: Veiligheid en Justitie,37,Vreemdelingen,757030,,,,,
2015,Euro,x1000,V,VI: Veiligheid en Justitie,91,Apparaatsuitgaven kerndepartement,387481,,,,,
2015,Euro,x1000,V,VI: Veiligheid en Justitie,92,Nominaal en onvoorzien,2218,,,,,
2015,Euro,x1000,V,VI: Veiligheid en Justitie,93,Geheim,3058,,,,,
2015,Euro,x1000,V,VI: Veiligheid en Justitie,-,TOTAAL,11421856,,,,,
2015,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,61,Openbaar bestuur en democratie,30383,,,,,
2015,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,62,Algemene Inlichtingen- en Veiligheidsdienst,212743,,,,,
2015,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,66,Dienstverlenende en innovatieve overheid,88885,,,,,
2015,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,67,Arbeidszaken overheid,35546,,,,,
2015,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,71,Centraal Apparaat,253792,,,,,
2015,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,72,Algemeen,1304,,,,,
2015,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,73,Nominaal en onvoorzien,10554,,,,,
2015,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,74,VUT-fonds,0,,,,,
2015,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,-,TOTAAL,633207,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,1,Primair onderwijs,9963954,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,3,Voortgezet onderwijs,7502074,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,4,Beroepsonderwijs en volwasseneneducatie,4063888,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,6,Hoger beroepsonderwijs,2782940,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,7,Wetenschappelijk onderwijs,4132980,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,8,Internationaal onderwijsbeleid,6582,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,9,Arbeidsmarkt en personeelsbeleid,257146,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,11,Studiefinanciering,4246402,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,12,Tegemoetkoming studiekosten,89214,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,13,Lesgelden,7515,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,14,Cultuur,892898,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,15,Media,996075,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,16,Onderzoek en wetenschappen,951909,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,25,Emancipatie,7605,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,91,Nominaal en onvoorzien,1355,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,95,Apparaatskosten,247052,,,,,
2015,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,-,TOTAAL,36149589,,,,,
2015,Euro,x1000,V,X: Defensie,1,Opdracht Inzet,304026,,,,,
2015,Euro,x1000,V,X: Defensie,2,Taakuitvoering Zeestrijdkrachten,696160,,,,,
2015,Euro,x1000,V,X: Defensie,3,Taakuitvoering Landstrijdkrachten,1121002,,,,,
2015,Euro,x1000,V,X: Defensie,4,Taakuitvoering Luchtstrijdkrachten,644308,,,,,
2015,Euro,x1000,V,X: Defensie,5,Taakuitvoering Koninklijke Marechaussee,311472,,,,,
2015,Euro,x1000,V,X: Defensie,6,Investeringen Krijgsmacht,1556041,,,,,
2015,Euro,x1000,V,X: Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,742400,,,,,
2015,Euro,x1000,V,X: Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,1037650,,,,,
2015,Euro,x1000,V,X: Defensie,9,Algemeen,102460,,,,,
2015,Euro,x1000,V,X: Defensie,10,Centraal apparaat,1599771,,,,,
2015,Euro,x1000,V,X: Defensie,11,Geheime uitgaven,5339,,,,,
2015,Euro,x1000,V,X: Defensie,12,Nominaal en onvoorzien,27337,,,,,
2015,Euro,x1000,V,X: Defensie,-,TOTAAL,8147966,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,11,Waterkwantiteit,30634,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,12,Waterkwaliteit,4564,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,13,Ruimtelijke Ontwikkeling,172802,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,14,Wegen en verkeersveiligheid,30322,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,15,OV-keten,6021,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,16,Spoor,19709,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,17,Luchtvaart,20617,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,18,Scheepvaart,4707,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,19,Klimaat,55891,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,20,Lucht en geluid,25638,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,21,Duurzaamheid,19262,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,22,Externe veiligheid en risico's,42203,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,23,Meteorologie: seismologie en aardobservatie,40781,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,24,Handhaving en toezicht,110047,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,25,Bijdrage BDU,1807451,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,26,Bijdrage investeringsfondsen,6453944,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,97,Algemeen departement,45168,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,98,Apparaatsuitgaven Kerndepartement,296110,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,99,Nominaal en onvoorzien,8593,,,,,
2015,Euro,x1000,V,XII: Infrastructuur en Milieu,-,TOTAAL,9194464,,,,,
2015,Euro,x1000,V,XIII: Economische Zaken,11,Goed functionerende economie en markten,192396,,,,,
2015,Euro,x1000,V,XIII: Economische Zaken,12,Een sterk innovatievermogen,618986,,,,,
2015,Euro,x1000,V,XIII: Economische Zaken,13,Een excellent ondernemingsklimaat,1798832,,,,,
2015,Euro,x1000,V,XIII: Economische Zaken,14,Een doelmatige en duurzame energievoorziening,3960853,,,,,
2015,Euro,x1000,V,XIII: Economische Zaken,16,Een concurr.: duurz.en veilige agro-: viss.- en voedeselket.,658062,,,,,
2015,Euro,x1000,V,XIII: Economische Zaken,17,Groen onderwijs van hoge kwaliteit,881348,,,,,
2015,Euro,x1000,V,XIII: Economische Zaken,18,Natuur: regio en ruimte,200392,,,,,
2015,Euro,x1000,V,XIII: Economische Zaken,40,Apparaat,348836,,,,,
2015,Euro,x1000,V,XIII: Economische Zaken,-,TOTAAL,8659705,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,17447,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,2,Bijstand: Toeslagenwet en Sociale werkvoorziening,6457735,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,3,Arbeidsongeschiktheid,604,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,3113430,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,5,Werkloosheid,41859,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,6,Ziekte en zwangerschap,6743,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,7,Kinderopvang,2408446,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,31890,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,9,Nabestaanden,829,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,5389722,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,462130,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,13952163,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,123166,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,96,Apparaat,277741,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,98,Algemeen,46404,,,,,
2015,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,99,Nominaal en onvoorzien,19383,,,,,
2015,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,1,Volksgezondheid,637324,,,,,
2015,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,2,Curatieve Zorg,4601620,,,,,
2015,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,3,Maatschappelijke Ondersteuning en Langdurige Zorg,3578197,,,,,
2015,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,4,Zorgbreed Beleid,757515,,,,,
2015,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,5,Jeugd,209109,,,,,
2015,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,6,Sport en Bewegen,88753,,,,,
2015,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,7,Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog,309002,,,,,
2015,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,8,Tegemoetkoming Specifieke Kosten,4068504,,,,,
2015,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,9,Algemeen,28144,,,,,
2015,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,10,Apparaatsuitgaven,230232,,,,,
2015,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,11,Nominaal en Onvoorzien,-46645,,,,,
2015,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,-,TOTAAL,14461755,,,,,
2015,Euro,x1000,V,XVII: Buitenlandse Handel & Ontwikkelingssamenwerking,41,Duurzame handel en investeringen,320663,,,,,
2015,Euro,x1000,V,XVII: Buitenlandse Handel & Ontwikkelingssamenwerking,42,Duurzame ontwikkeling: voedselzekerheid en water,445237,,,,,
2015,Euro,x1000,V,XVII: Buitenlandse Handel & Ontwikkelingssamenwerking,43,Sociale vooruitgang,1589610,,,,,
2015,Euro,x1000,V,XVII: Buitenlandse Handel & Ontwikkelingssamenwerking,44,Vrede en veiligheid voor ontwikkeling,366379,,,,,
2015,Euro,x1000,V,XVII: Buitenlandse Handel & Ontwikkelingssamenwerking,45,Versterkte kaders voor ontwikkeling,21217,,,,,
2015,Euro,x1000,V,XVII: Buitenlandse Handel & Ontwikkelingssamenwerking,-,TOTAAL,2743106,,,,,
2015,Euro,x1000,V,XVIII: Wonen en Rijksdienst,1,Woningmarkt,3377405,,,,,
2015,Euro,x1000,V,XVIII: Wonen en Rijksdienst,2,Woonomgeving en bouw,249123,,,,,
2015,Euro,x1000,V,XVIII: Wonen en Rijksdienst,3,Kwaliteit Rijksdienst,18333,,,,,
2015,Euro,x1000,V,XVIII: Wonen en Rijksdienst,6,Uitvoering Rijksvastgoedbeleid,147690,,,,,
2015,Euro,x1000,V,XVIII: Wonen en Rijksdienst,-,Totaal,3792551,,,,,
2016,Euro,miljoen,U,Rijk,-,TOTAAL,212926:1,,,,,
2016,Euro,miljoen,U,Rijk,I,De Koning,40:6,,,,,
2016,Euro,miljoen,U,Rijk,IIA,Staten-Generaal,139:6,,,,,
2016,Euro,miljoen,U,Rijk,IIB,Overige Hoge Colleges van Staat en Kabinetten,109:3,,,,,
2016,Euro,miljoen,U,Rijk,III,Algemene Zaken,63:2,,,,,
2016,Euro,miljoen,U,Rijk,IV,Koninkrijksrelaties,257:5,,,,,
2016,Euro,miljoen,U,Rijk,V,Buitenlandse Zaken,9044:6,,,,,
2016,Euro,miljoen,U,Rijk,VI,Veiligheid en Justitie,11456:9,,,,,
2016,Euro,miljoen,U,Rijk,VII,Binnenlandse Zaken en Koninkrijksrelaties,683:2,,,,,
2016,Euro,miljoen,U,Rijk,VIII,Onderwijs: Cultuur en Wetenschap,36853:4,,,,,
2016,Euro,miljoen,U,Rijk,IXA,Nationale Schuld (Transactiebasis),37428:4,,,,,
2016,Euro,miljoen,U,Rijk,IXB,Financien,6962:5,,,,,
2016,Euro,miljoen,U,Rijk,X,Defensie,8233:9,,,,,
2016,Euro,miljoen,U,Rijk,XII,Infrastructuur en Milieu,8176,,,,,
2016,Euro,miljoen,U,Rijk,XIII,Economische Zaken,4904:5,,,,,
2016,Euro,miljoen,U,Rijk,XV,Sociale Zaken en Werkgelegenheid,31767:2,,,,,
2016,Euro,miljoen,U,Rijk,XVI,Volksgezondheid: Welzijn en Sport,14556:5,,,,,
2016,Euro,miljoen,U,Rijk,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,2686:9,,,,,
2016,Euro,miljoen,U,Rijk,XVIII,Wonen & Rijksdienst,3760:4,,,,,
2016,Euro,miljoen,U,Rijk,A,Infrastructuurfonds,5784,,,,,
2016,Euro,miljoen,U,Rijk,B,Gemeentefonds,26631:1,,,,,
2016,Euro,miljoen,U,Rijk,C,Provinciefonds,2111,,,,,
2016,Euro,miljoen,U,Rijk,F,Diergezondheidsfonds,30:6,,,,,
2016,Euro,miljoen,U,Rijk,H,BES-fonds,33:4,,,,,
2016,Euro,miljoen,U,Rijk,J,Deltafonds,1211:5,,,,,
2016,Euro,miljoen,O,Rijk,-,TOTAAL,68245:5,,,,,
2016,Euro,miljoen,O,Rijk,I,De Koning,0,,,,,
2016,Euro,miljoen,O,Rijk,IIA,Staten-Generaal,5:2,,,,,
2016,Euro,miljoen,O,Rijk,IIB,Overige Hoge Colleges van Staat en Kabinetten,5:7,,,,,
2016,Euro,miljoen,O,Rijk,III,Algemene Zaken,6:8,,,,,
2016,Euro,miljoen,O,Rijk,IV,Koninkrijksrelaties,36:5,,,,,
2016,Euro,miljoen,O,Rijk,V,Buitenlandse Zaken,2467:8,,,,,
2016,Euro,miljoen,O,Rijk,VI,Veiligheid en Justitie,1517:1,,,,,
2016,Euro,miljoen,O,Rijk,VII,Binnenlandse Zaken en Koninkrijksrelaties,42,,,,,
2016,Euro,miljoen,O,Rijk,VIII,Onderwijs: Cultuur en Wetenschap,1337:2,,,,,
2016,Euro,miljoen,O,Rijk,IXA,Nationale Schuld (Transactiebasis),42716:2,,,,,
2016,Euro,miljoen,O,Rijk,IXB,Financien,3104:5,,,,,
2016,Euro,miljoen,O,Rijk,X,Defensie,268:6,,,,,
2016,Euro,miljoen,O,Rijk,XII,Infrastructuur en Milieu,212:5,,,,,
2016,Euro,miljoen,O,Rijk,XIII,Economische Zaken,6783:5,,,,,
2016,Euro,miljoen,O,Rijk,XV,Sociale Zaken en Werkgelegenheid,1724,,,,,
2016,Euro,miljoen,O,Rijk,XVI,Volksgezondheid: Welzijn en Sport,174:7,,,,,
2016,Euro,miljoen,O,Rijk,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,188:2,,,,,
2016,Euro,miljoen,O,Rijk,XVIII,Wonen & Rijksdienst,629:1,,,,,
2016,Euro,miljoen,O,Rijk,A,Infrastructuurfonds,5784,,,,,
2016,Euro,miljoen,O,Rijk,B,Gemeentefonds,0,,,,,
2016,Euro,miljoen,O,Rijk,C,Provinciefonds,0,,,,,
2016,Euro,miljoen,O,Rijk,F,Diergezondheidsfonds,30:6,,,,,
2016,Euro,miljoen,O,Rijk,H,BES-fonds,0,,,,,
2016,Euro,miljoen,O,Rijk,J,Deltafonds,1211:5,,,,,
2016,Euro,miljoen,V,Rijk,-,TOTAAL,191723:4,,,,,
2016,Euro,miljoen,V,Rijk,I,De Koning,40:6,,,,,
2016,Euro,miljoen,V,Rijk,IIA,Staten-Generaal,139:6,,,,,
2016,Euro,miljoen,V,Rijk,IIB,Overige Hoge Colleges van Staat en Kabinetten,109:3,,,,,
2016,Euro,miljoen,V,Rijk,III,Algemene Zaken,63:2,,,,,
2016,Euro,miljoen,V,Rijk,IV,Koninkrijksrelaties,107:5,,,,,
2016,Euro,miljoen,V,Rijk,V,Buitenlandse Zaken,8827:4,,,,,
2016,Euro,miljoen,V,Rijk,VI,Veiligheid en Justitie,11439:5,,,,,
2016,Euro,miljoen,V,Rijk,VII,Binnenlandse Zaken en Koninkrijksrelaties,683:2,,,,,
2016,Euro,miljoen,V,Rijk,VIII,Onderwijs: Cultuur en Wetenschap,38829,,,,,
2016,Euro,miljoen,V,Rijk,IXA,Nationale Schuld (Transactiebasis),37428:4,,,,,
2016,Euro,miljoen,V,Rijk,IXB,Financien,17239:6,,,,,
2016,Euro,miljoen,V,Rijk,X,Defensie,8267:6,,,,,
2016,Euro,miljoen,V,Rijk,XII,Infrastructuur en Milieu,8136:7,,,,,
2016,Euro,miljoen,V,Rijk,XIII,Economische Zaken,10119:9,,,,,
2016,Euro,miljoen,V,Rijk,XV,Sociale Zaken en Werkgelegenheid,31591:6,,,,,
2016,Euro,miljoen,V,Rijk,XVI,Volksgezondheid: Welzijn en Sport,14395:5,,,,,
2016,Euro,miljoen,V,Rijk,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,2068:8,,,,,
2016,Euro,miljoen,V,Rijk,XVIII,Wonen & Rijksdienst,3839:4,,,,,
2016,Euro,miljoen,V,Rijk,A,Infrastructuurfonds,6794:8,,,,,
2016,Euro,miljoen,V,Rijk,B,Gemeentefonds,26631:1,,,,,
2016,Euro,miljoen,V,Rijk,C,Provinciefonds,2111,,,,,
2016,Euro,miljoen,V,Rijk,F,Diergezondheidsfonds,30:6,,,,,
2016,Euro,miljoen,V,Rijk,H,BES-fonds,33:4,,,,,
2016,Euro,miljoen,V,Rijk,J,Deltafonds,1624:6,,,,,
2016,Euro,x1000,U,I: De Koning,-,TOTAAL,40584,,,,,
2016,Euro,x1000,U,I: De Koning,1,Uitkering leden Koninklijk Huis,7804,,,,,
2016,Euro,x1000,U,I: De Koning,2,Functionele uitgaven van de Koning,27076,,,,,
2016,Euro,x1000,U,I: De Koning,3,Doorbelaste uitgaven van andere begrotingen,5704,,,,,
2016,Euro,x1000,O,I: De Koning,-,TOTAAL,0,,,,,
2016,Euro,x1000,O,I: De Koning,1,Uitkering leden Koninklijk Huis,0,,,,,
2016,Euro,x1000,O,I: De Koning,2,Functionele uitgaven van de Koning,0,,,,,
2016,Euro,x1000,O,I: De Koning,3,Doorbelaste uitgaven van andere begrotingen,0,,,,,
2016,Euro,x1000,V,I: De Koning,-,TOTAAL,40584,,,,,
2016,Euro,x1000,V,I: De Koning,1,Uitkering leden Koninklijk Huis,7804,,,,,
2016,Euro,x1000,V,I: De Koning,2,Functionele uitgaven van de Koning,27076,,,,,
2016,Euro,x1000,V,I: De Koning,3,Doorbelaste uitgaven van andere begrotingen,5704,,,,,
2016,Euro,x1000,U,IIa: De Staten Generaal,-,TOTAAL,139579,,,,,
2016,Euro,x1000,U,IIa: De Staten Generaal,1,Wetgeving en controle Eerste Kamer,13061,,,,,
2016,Euro,x1000,U,IIa: De Staten Generaal,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,29396,,,,,
2016,Euro,x1000,U,IIa: De Staten Generaal,3,Wetgeving en controle Tweede Kamer,97421,,,,,
2016,Euro,x1000,U,IIa: De Staten Generaal,4,Wetgeving en controle Eerste en Tweede Kamer,1482,,,,,
2016,Euro,x1000,U,IIa: De Staten Generaal,10,Nominaal en onvoorzien,-1781,,,,,
2016,Euro,x1000,O,IIa: De Staten Generaal,-,TOTAAL,5154,,,,,
2016,Euro,x1000,O,IIa: De Staten Generaal,1,Wetgeving en controle Eerste Kamer,79,,,,,
2016,Euro,x1000,O,IIa: De Staten Generaal,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,86,,,,,
2016,Euro,x1000,O,IIa: De Staten Generaal,3,Wetgeving en controle Tweede Kamer,4966,,,,,
2016,Euro,x1000,O,IIa: De Staten Generaal,4,Wetgeving en controle Eerste en Tweede Kamer,23,,,,,
2016,Euro,x1000,O,IIa: De Staten Generaal,10,Nominaal en onvoorzien,0,,,,,
2016,Euro,x1000,V,IIa: De Staten Generaal,-,TOTAAL,139579,,,,,
2016,Euro,x1000,V,IIa: De Staten Generaal,1,Wetgeving en controle Eerste Kamer,13061,,,,,
2016,Euro,x1000,V,IIa: De Staten Generaal,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,29396,,,,,
2016,Euro,x1000,V,IIa: De Staten Generaal,3,Wetgeving en controle Tweede Kamer,97421,,,,,
2016,Euro,x1000,V,IIa: De Staten Generaal,4,Wetgeving en controle Eerste en Tweede Kamer,1482,,,,,
2016,Euro,x1000,V,IIa: De Staten Generaal,10,Nominaal en onvoorzien,-1781,,,,,
2016,Euro,x1000,U,IIb: Overige Hoge Colleges van Staat,-,TOTAAL,109302,,,,,
2016,Euro,x1000,U,IIb: Overige Hoge Colleges van Staat,1,Raad van State,54031,,,,,
2016,Euro,x1000,U,IIb: Overige Hoge Colleges van Staat,2,Algemene Rekenkamer,28204,,,,,
2016,Euro,x1000,U,IIb: Overige Hoge Colleges van Staat,3,De Nationale Ombudsman,15204,,,,,
2016,Euro,x1000,U,IIb: Overige Hoge Colleges van Staat,4,Kanselarij der Nederlandse Orden,5421,,,,,
2016,Euro,x1000,U,IIb: Overige Hoge Colleges van Staat,6,Kabinet van de Gouverneur van Aruba,1776,,,,,
2016,Euro,x1000,U,IIb: Overige Hoge Colleges van Staat,7,Kabinet van de Gouverneur van Curaçao,2708,,,,,
2016,Euro,x1000,U,IIb: Overige Hoge Colleges van Staat,8,Kabinet van de Gouverneur van Sint Maarten,1958,,,,,
2016,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,-,TOTAAL,5695,,,,,
2016,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,1,Raad van State,1950,,,,,
2016,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,2,Algemene Rekenkamer,1217,,,,,
2016,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,3,De Nationale Ombudsman,2189,,,,,
2016,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,4,Kanselarij der Nederlandse Orden,29,,,,,
2016,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,6,Kabinet van de Gouverneur van Aruba,60,,,,,
2016,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,7,Kabinet van de Gouverneur van Curaçao,200,,,,,
